user_name,user_location,user_description,user_verified,date,text,hashtags,source
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:11:16,"@JamesHesp THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
TICO,"Indianapolis, IN",,False,2021-08-17 12:11:06,"@Breaking911 When you can still get and still transmit COVID after vaccination, a vaccine passport is only about control not safety. #boycott for your freedom @Raiders @maroon5",,Twitter for iPhone
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:10:40,"@DaveMattoon @MysterySolvent THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:10:24,"@lafortdi THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MegaCortoArmitage,Periphery of the peripheral,"Contrarian. Sexual insult survivor. The Earth is flat. Preferred pronouns: his highness. Retweets imply I'm Hitler
Lizard Gang - four went on and none came back",False,2021-08-17 12:10:21,"Now Big Pharma has the vaccine pass (and ultimate cash cow) coming online they no longer need the opiate racket, hence control of Afghanistan is superfluous.",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:10:07,"@trueOntario @TheTorontoSun THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:09:39,"@Tim_jbo THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
titaniumplug,,PASS SANITAIRE& Test PCR,False,2021-08-17 12:09:28,"@JeMouth PASS SANITAIRE&amp; Test PCR
📱Snap: Titaniumplug 
Whatsapp : +33 6 45 40 53 11",,Twitter for iPhone
mark wall,,"Well traveled Newfie, just kicking back enjoying life, laughing at some wannabe so called internet ‘tough guys’. Pissing off ConTrolls just for kicks!",False,2021-08-17 12:08:59,"@tradatheist @unrealsgc @marshgre @timtim177 @CTVAtlantic A:  Quebec doesn’t have a vaccine-pass system at all.
B:  we are discussing Nova Scotia, not Quebec.
C:  “no shirt, no shoes” and now no vax, are all CHOICES!

This is not the example you think it is.
Oh,

D:  this is so very clearly staged and completely full of bull.",,Twitter for iPhone
Marc Gisby 🏏🎮 🇪🇺,"Margate, Kent ",32 Father of 2. @kentcricket All views are my own :) Science lover. 1st year Biology Student. Love SMT/Persona. Former law student. Country Music Lover,False,2021-08-17 12:08:58,@BlueEarthMngmnt @BigKev67 Well then that could be the use of vaccine passport as Kev is alluding to,,Twitter for Android
Tim Chapman,Canada...eh?,I have been known to void a warranty or two....,False,2021-08-17 12:08:45,"Downloaded my new Covid vaccine passport........should be ""fully vaccinated"" pretty soon....... https://t.co/SJKkP2c0ks",,Plume for Android
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:08:30,"@digik9 @erinotoole THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:08:14,"@RNAO @fordnation @DorisGrinspun @AndreaHorwath @celliottability @CP24 @robferguson1 @CBCQueensPark @reshminair @MOHKFLA @Sflecce @TorontoStar THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:08:06,"@harveerpunia @fordnation THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:07:56,"@Psychunimelb @CHDHunimelb @simonjohndennis @AndyPerfors @danielrlittle @J_P_White @KyotoU_News @mpib_berlin @UniversityLeeds @NCKU_official @BristolUni THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:07:36,"@MaximeBernier THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
Team Rutherford,Scotland,Team Rutherford is a powerlifting family (Paul/Hayley/Ryan). They hold a whopping 12 word titles and can lift combined 3000lbs. Nothing is stronger than family.,False,2021-08-17 12:07:34,Travellers left as 'second-class citizens' as digital vaccine passport delay throws holiday plans into doubt https://t.co/FA48HVfxll,,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:07:33,"@Billius27 THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
Robert Antoshak,"Nashville, TN  USA","Experienced Global Executive. Consults to the cotton, textile, and apparel industries.",False,2021-08-17 12:07:30,BoF - French Shopping Malls To Require Covid-19 Health Pass https://t.co/uS9WJ3JPvw https://t.co/YlGUEVBneu,,Twibble.io
SAEED AHMED,Far from madding crowd !,"Love nature, mountains, wilderness, waterstreams. Urban by birth n paindo by heart .🇵🇰 runs in my blood.",False,2021-08-17 12:07:13,"@FarooqHKhan @jimmyboyjohnsen @ferozejamall No grocery store or super market is required Sanitary Pass or Covid vaccine proof in France. But, yes wearing face masks is mandatory .",,Twitter for Android
hüskermoüld,"Kjipuktuk/Halifax, Nova Scotia  Canada","Aaron. he/him. musician @heartbreakstrgr, Radio show @compositionCKDU (2015-2021 RIP). Definitely not @bobmouldmusic. Proud Trentonian",False,2021-08-17 12:07:08,"election day in nova scotia: 3 platforms: tax credit to adopt a dog, vaccine passport to explore this province or a plan for rent control. choose wisely #nspoli",,Echofon
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:07:03,"@TheoMoudakis @TorontoStar THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
MirageApp,,"Disruptive tech in the palm of your hands - Join the fight. 
App Coming soon. Follow for updates.",False,2021-08-17 12:06:50,"@AmitAryaMD THEY WANT YOU HOOKED ON THEIR VACCINE PASSPORT SYSTEM FOR AS CHEAP AS POSSIBLE.

They do NOT care about public health. COVID is NOT a real threat to 90% of people.
- infected 0.0015% of the population
- killed 0.000037% of the population
- 91.8% of deaths were in people over 70",,Twitter Web App
Pat Soyjack,"San Jose, CA",Fren enthusiast. Non-fren detractor. Just here living my best life.,False,2021-08-17 12:06:39,"@BetoORourke You’re against the vaccine passport because it disproportionately discriminates against blacks, right?",,Twitter for iPhone
Michael Watson,Maryland,"Dad x2, husband. Sushi-eating heretic. Research @CapitalResearch Influence Watch, speak only for myself. Not one step backward.",False,2021-08-17 12:05:27,I am more likely to be shot by police for forgetting my vaccine passport than to have a complication from COVID infection after vaccination. https://t.co/d7Fqv9l499,,Twitter for iPhone
George the Greek,"Brooklyn, NY","Ret NYPD Lt. 👮‍♂️God, family, country 🇺🇸1A 2A Cold beers 🍺 on Friday nights, church & NY Giants football on Sunday's. #GirlDad #ΜΟΛΩΝΛΑΒE #SaveAmerica",False,2021-08-17 12:05:07,"@ericadamsfornyc and @CurtisSliwa why have you both been quiet about this vaccine passport that the clown, @NYCMayor has instituted? I'd like to know where you both stand on this communist mandate?",,Twitter Web App
Republican Death Qult,United States,"Fightin w/ facts against misinfo; usually from #Cult45, Qu Qlux Qlan, & the GQP Party. Blockers get called out. Here 4 Sports talk too-Islanders,Mets,NFL,F1,MMA",False,2021-08-17 12:04:57,"@SirDarthLord @ScottAdamsSays In most places they are.

“Residents can also use the city app to store testing information, which is automatically deleted from the app after seven days to comply with the city’s test-or-vaccinate rule for municipal workers.”

https://t.co/xnN4oVoxJv",,Twitter for iPhone
Songpinganq,,Explore,False,2021-08-17 12:04:22,"@MickeyGoldmill6 Without qr code vaccine passport,Chinese Government will drag you out of your home to covid quarantine camp😡😢😪😭 https://t.co/mOcBU7beIp",,Twitter for Android
👨🏽‍💻 🇺🇸🙏🏽,Rural OK/PGH🇺🇸C-5🇱🇰,MBA in Finance:I dig financial for living: Fmr @USArmy DMZ🇰🇷:NYC🏆🥊 #Rugby ref: @Yankees Goal is to HELP #Veterans #KAG🇺🇸,False,2021-08-17 12:04:10,Follow Your Nose to Herd Immunity by Michael Segal https://t.co/i3KHbazGxh,,Twitter for iPhone
Songpinganq,,Explore,False,2021-08-17 12:03:45,"@PemicDan Without qr code vaccine passport,Chinese Government will drag you out of your home to covid quarantine camp😡😢😪😭 https://t.co/UX041ISKPc",,Twitter for Android
Get Vaccinated 😷 🐶,Flyover USA,"More wag, less bark. Don’t raise your fist, improve your argument #GunSense #BLM 🇺🇸 🇨🇦 ""Life gets mighty precious when there is less of it to waste"" B Raitt",False,2021-08-17 12:03:05,"@Matthew_4_Trump Fixed it for you.

People who insist on Voter ID oppose Vaccine Passport.",,Twitter for iPhone
Songpinganq,,Explore,False,2021-08-17 12:03:02,"@lacoombes Without qr code vaccine passport,Chinese Government will drag you out of your home to covid quarantine camp😡😢😪😭 https://t.co/N8CsCrY2OK",,Twitter for Android
Nicola Chalmers,"Scotland, United Kingdom",,False,2021-08-17 12:01:23,"@McGiff Don’t have a problem with you not taking the vaccine, that is your choice, just as someone who chooses to take the vaccine.  However if you want to go on holiday we need a passport, it is not a choice but a requirement, just as a vaccine passport will be.",,Twitter for iPhone
Doug Little 🌹✊ 🍊 🇨🇦,"Toronto, and Vancouver Canada","blogger (see below)

RETIRED OSSTF staff, FORMER NOW Mag writer, history teacher York U prof, trustee.",False,2021-08-17 12:01:03,"French Shopping Malls To Require Covid-19 Health Pass

https://t.co/I3CVmWL6gt",,Twitter for Android
Justin Schwartz,"New York, NY",24/7 365,False,2021-08-17 12:00:55,@jonworth @GinGoddess @HansErikIken I have applied for a digital covid pass as a American entering France but fly tomorrow and the government has yet to get back me! Any advice?,,Twitter for iPhone
Mid and South Essex Health and Care Partnership,"Essex, United Kingdom",Official Twitter account of the Mid and South Essex Health and Care Partnership. Managed by the Communications and Engagement Team.,True,2021-08-17 12:00:55,You can use the NHS App to show your NHS COVID Pass. Find out more ➡️ https://t.co/6BojXASisU https://t.co/6vlsRm1iYD,,Orlo
Beerdygeek,,Freedom loving American. Facts over feelings. Super anti-racist. Objective truth will always win in the long run. #NoPoMo,False,2021-08-17 11:59:32,"So the vaccine passport in NYC that requires an valid matching ID to be paired with your vaccine card is not racist, but voter ID laws are racist? Y’all are out of your minds. Just admit you make shit up as you go along for shock value already.",,Twitter for iPhone
Sarah Day,,,False,2021-08-17 11:59:04,"Businesses Are Refusing to Enforce France’s Vaccine Passport
https://t.co/PfPN3XxSOR",,Twitter for Android
Prussian Nobleman,Ireland,,False,2021-08-17 11:58:41,"@MctinIvor @IrishTimes @CMOIreland @HSELive @MichealMartinTD @LeoVaradkar @EamonRyan You raise a very good point.

The vulnerable have been vaccinated so there is no need for a vaccine passport.

Did they check for vaccine passports at #MerrionGate?",,Twitter Web App
David Nicholas,"Colorado, USA","Lab geek and hermit. Here for major government announcements and cute animal pictures. Zero tolerance for anti-vaccine rhetoric and COVID misinformation.
He/Him",False,2021-08-17 11:58:17,"@RockyMountViews @nytimes I know it is in the US. I don't know how easily available the vaccine is in France. Regardless, some people feel like they're ""fighting the system"" with all of it. Not getting vaccinated. Illegally purchasing a fake vaccine pass. It makes them feel like heroic rebels.",,Twitter for Android
Songpinganq,,Explore,False,2021-08-17 11:56:59,"@shashim260 Without qr code vaccine passport,Chinese Government will forcing you to get jabbed vaccine now https://t.co/HhfqbP8qiK",,Twitter for Android
leanny chan,町田,"FC Machida Zelvia ⚽️ supporter. Also interested in castles 🏯, drinking🍺, and space stuff👩🏻‍🚀🛰. Anti-discrimination.",False,2021-08-17 11:56:18,"Genuine question: most countries won’t accept the Japanese vaccine passport, but what of Japan itself? If I go abroad, does the fact that I was vaccinated here in Tokyo mean I don’t have to quarantine if I test negative on return? Does @MofaJapan_jp recognize its own passport?",,Twitter for iPhone
Bass player,,"A real born and bred Brightonian, as were my fathers before me since 1790. Professional musician supporting real British values and good common sense.",False,2021-08-17 11:54:46,"How long before they say you need a vaccine passport/digital ID to vote?
That would have huge consequences on Labour and Conservative.
And would add huge support to anti passport parties.

I expect the government would swerve that because it wouldn't do them any favours at all.",,Twitter for Android
wendyt,"Newcastle Upon Tyne, England",,False,2021-08-17 11:54:21,@ProfKarolSikora Put it this way who is more of a risk .. someone with a vaccine passport or someone with a negative test result,,Twitter for iPhone
Zack,"New Jersey, USA","Trolling The Trolls Since 1987, former IDF infantry. Fan of the New York Metropolitans, #LGM, if you don't like the Boss, don't bother.",False,2021-08-17 11:53:36,"@LisaMarieBoothe The funniest thing is that your employer, Fox requires a vaccine passport to enter the building 🤦‍♂️🤣",,Twitter for Android
Gibson4governor,New York State,Running for Governor for New York State #MAGARepublican #AxeTheTax #MAGA #KAG #TRUMP2020 Website: https://t.co/MDii8d9803.... lifetime member NRA,False,2021-08-17 11:52:03,"Nice work, fly without mask then make us mask up with the jab and COVID pass. https://t.co/2ehWziSUIv",,Twitter for iPhone
Gate 15,United States of America,"Risk Management: Info / Threat Analysis, Operations, Preparedness & Critical Infrastructure Security & Resilience https://t.co/vrCkP4dQVt",False,2021-08-17 11:51:40,Controversial health pass now mandatory in shopping malls in parts of France https://t.co/NmKctr7avw via @RFI_En #COVID,['COVID'],Twitter Web App
